,image_id,image_name,true_labels,true_boxes,predicted_labels,predicted_boxes
493,493,"[2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489, 2489]","[0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6]","[[138.0, 220.0, 185.0, 385.0], [138.0, 112.0, 229.0, 221.0], [6.0, 63.0, 276.0, 114.0], [5.0, 114.0, 138.0, 183.0], [229.0, 113.0, 276.0, 181.0], [137.0, 113.0, 229.0, 125.0], [5.0, 242.0, 50.0, 288.0], [50.0, 241.0, 96.0, 286.0], [96.0, 241.0, 140.0, 287.0], [140.0, 221.0, 184.0, 267.0], [183.0, 221.0, 229.0, 267.0], [228.0, 221.0, 275.0, 268.0], [6.0, 341.0, 50.0, 354.0], [51.0, 358.0, 95.0, 371.0], [49.0, 398.0, 95.0, 412.0], [94.0, 410.0, 138.0, 423.0], [138.0, 406.0, 185.0, 422.0], [184.0, 327.0, 229.0, 344.0], [228.0, 304.0, 275.0, 324.0], [184.0, 412.0, 231.0, 430.0], [230.0, 409.0, 274.0, 425.0], [5.0, 430.0, 50.0, 476.0]]","[5, 5, 5, 5, 5, 5, 5, 5, 6, 1]","[[50.31936264038086, 241.37864685058594, 95.11760711669922, 286.3144836425781], [227.55178833007812, 112.19927978515625, 275.7354736328125, 178.9535369873047], [5.912923336029053, 241.82229614257812, 50.336727142333984, 286.5324401855469], [95.24620056152344, 239.99435424804688, 140.26431274414062, 285.7800598144531], [183.6144561767578, 220.1427001953125, 228.965087890625, 265.3188781738281], [139.430908203125, 220.16998291015625, 184.35508728027344, 266.8609313964844], [228.4718780517578, 220.62391662597656, 274.81170654296875, 265.62445068359375], [6.236442565917969, 67.67264556884766, 276.339111328125, 112.09922790527344], [6.307353973388672, 430.7169189453125, 49.921756744384766, 473.1592712402344], [1.603662371635437, 23.042499542236328, 365.069091796875, 54.050010681152344]]"
494,494,"[2493, 2493, 2493, 2493, 2493, 2493, 2493, 2493, 2493, 2493, 2493, 2493, 2493, 2493]","[0, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 5, 5]","[[165.0, 34.0, 232.0, 168.0], [3.0, 14.0, 366.0, 25.0], [3.0, 25.0, 51.0, 73.0], [51.0, 95.0, 97.0, 140.0], [230.0, 69.0, 276.0, 115.0], [232.0, 26.0, 274.0, 41.0], [274.0, 25.0, 366.0, 64.0], [187.0, 170.0, 230.0, 182.0], [323.0, 199.0, 367.0, 260.0], [188.0, 264.0, 370.0, 487.0], [99.0, 342.0, 188.0, 488.0], [52.0, 329.0, 100.0, 490.0], [7.0, 394.0, 52.0, 417.0], [51.0, 255.0, 97.0, 268.0]]","[5, 5, 5, 5, 5, 6, 6, 6, 6, 1, 5]","[[3.9327282905578613, 25.482378005981445, 51.20527267456055, 71.10205841064453], [276.3487854003906, 26.258310317993164, 369.14434814453125, 62.879058837890625], [50.78750228881836, 95.51873016357422, 97.19721984863281, 142.06614685058594], [0.7370052337646484, 14.195635795593262, 353.3395690917969, 25.566354751586914], [230.37948608398438, 69.34791564941406, 275.9218444824219, 113.92566680908203], [187.10708618164062, 260.5035705566406, 365.9153137207031, 486.9888610839844], [321.2255554199219, 200.02659606933594, 367.0934753417969, 261.3845520019531], [53.407447814941406, 428.2855224609375, 97.85009765625, 486.1706848144531], [96.85572052001953, 386.09552001953125, 189.69093322753906, 482.7713317871094], [38.36867141723633, 15.34710693359375, 242.49234008789062, 193.0139923095703], [98.07132720947266, 394.1040344238281, 189.86099243164062, 480.0276794433594]]"
495,495,"[2499, 2499, 2499, 2499, 2499, 2499, 2499]","[0, 5, 5, 5, 5, 5, 5]","[[143.0, 37.0, 274.0, 140.0], [12.0, 12.0, 365.0, 39.0], [10.0, 38.0, 143.0, 86.0], [275.0, 38.0, 366.0, 67.0], [54.0, 295.0, 144.0, 329.0], [321.0, 336.0, 367.0, 370.0], [187.0, 201.0, 365.0, 213.0]]","[5, 5, 5, 5, 5]","[[320.15240478515625, 335.20916748046875, 366.6734619140625, 370.2728271484375], [0.0, 12.521904945373535, 370.56890869140625, 39.534400939941406], [185.84173583984375, 201.54722595214844, 366.7359619140625, 212.12277221679688], [10.050175666809082, 34.23407745361328, 144.35354614257812, 72.01548767089844], [17.52737808227539, 6.297417640686035, 334.9712219238281, 96.52283477783203]]"
496,496,"[2507, 2507, 2507]","[3, 6, 6]","[[104.0, 14.0, 256.0, 181.0], [154.0, 180.0, 255.0, 489.0], [104.0, 295.0, 153.0, 349.0]]","[3, 6, 6, 5, 1]","[[103.40917205810547, 15.815313339233398, 258.8042297363281, 180.270751953125], [153.6762237548828, 181.78123474121094, 255.01727294921875, 398.44512939453125], [103.39093780517578, 297.0594177246094, 152.73550415039062, 330.5310974121094], [151.9419708251953, 184.40289306640625, 257.1878967285156, 396.39959716796875], [153.9466094970703, 174.68125915527344, 254.30055236816406, 388.8464660644531]]"
497,497,"[2512, 2512, 2512, 2512, 2512, 2512, 2512, 2512, 2512, 2512, 2512, 2512, 2512, 2512, 2512, 2512, 2512, 2512]","[1, 3, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6]","[[100.0, 285.0, 145.0, 461.0], [144.0, 31.0, 280.0, 197.0], [7.0, 17.0, 370.0, 30.0], [9.0, 29.0, 101.0, 64.0], [279.0, 30.0, 325.0, 51.0], [325.0, 28.0, 371.0, 45.0], [144.0, 178.0, 281.0, 196.0], [101.0, 176.0, 146.0, 186.0], [146.0, 31.0, 278.0, 44.0], [103.0, 31.0, 145.0, 44.0], [325.0, 124.0, 369.0, 154.0], [324.0, 154.0, 369.0, 194.0], [281.0, 192.0, 369.0, 374.0], [279.0, 371.0, 370.0, 495.0], [235.0, 267.0, 280.0, 309.0], [189.0, 308.0, 280.0, 388.0], [191.0, 389.0, 276.0, 496.0], [146.0, 387.0, 192.0, 497.0]]","[6, 6, 5, 6, 6, 6, 6, 6, 5, 1, 2, 1]","[[192.30126953125, 303.293701171875, 279.1129455566406, 390.0164489746094], [279.65362548828125, 189.5403289794922, 369.8710021972656, 371.7805480957031], [12.542953491210938, 17.896501541137695, 363.192626953125, 29.63532829284668], [279.55029296875, 370.16204833984375, 368.73248291015625, 494.2982177734375], [190.5553436279297, 390.2278747558594, 278.3316955566406, 490.3563537597656], [236.20803833007812, 266.956298828125, 280.7847900390625, 307.6981201171875], [145.4775848388672, 385.62493896484375, 190.79844665527344, 495.7234191894531], [323.6786804199219, 148.29248046875, 370.3480529785156, 188.44479370117188], [138.86839294433594, 30.288776397705078, 282.98651123046875, 43.68622970581055], [142.63560485839844, 22.51824378967285, 279.96014404296875, 189.92784118652344], [147.2197723388672, 6.103358268737793, 277.3858642578125, 199.22360229492188], [100.06144714355469, 277.5777587890625, 146.1498260498047, 480.51715087890625]]"
498,498,"[2516, 2516, 2516, 2516, 2516, 2516, 2516, 2516, 2516, 2516, 2516]","[1, 1, 5, 5, 5, 5, 5, 5, 5, 6, 6]","[[21.0, 118.0, 70.0, 169.0], [262.0, 266.0, 309.0, 321.0], [261.0, 53.0, 309.0, 72.0], [260.0, 142.0, 309.0, 162.0], [262.0, 227.0, 309.0, 245.0], [214.0, 258.0, 262.0, 277.0], [261.0, 344.0, 308.0, 363.0], [261.0, 401.0, 308.0, 421.0], [117.0, 20.0, 166.0, 71.0], [22.0, 371.0, 70.0, 479.0], [307.0, 384.0, 356.0, 482.0]]","[5, 5, 5, 5, 5, 6, 1, 1, 6, 3, 5, 6, 6, 1, 1, 2]","[[260.1634216308594, 226.08932495117188, 308.9049377441406, 244.41299438476562], [259.8790283203125, 346.1471252441406, 308.5926208496094, 363.6520080566406], [260.05908203125, 141.81619262695312, 307.93658447265625, 161.06024169921875], [116.76604461669922, 19.287118911743164, 165.03492736816406, 72.0798110961914], [261.0355224609375, 52.46427536010742, 308.4136047363281, 71.40546417236328], [22.726335525512695, 370.6374206542969, 70.46598052978516, 478.308837890625], [22.05156898498535, 113.59104919433594, 69.40484619140625, 161.31802368164062], [262.3049011230469, 265.2213439941406, 307.5834045410156, 319.3365783691406], [309.7296142578125, 305.2717590332031, 356.4513244628906, 383.7695617675781], [306.9757080078125, 382.67559814453125, 357.3052978515625, 469.1352844238281], [308.89276123046875, 23.40395164489746, 357.2723083496094, 34.315860748291016], [308.2956848144531, 154.3817901611328, 355.759765625, 294.07879638671875], [308.5838623046875, 379.3022155761719, 356.6021728515625, 475.38690185546875], [307.6259460449219, 378.8932189941406, 357.60015869140625, 476.9062805175781], [259.2224426269531, 21.405658721923828, 308.1123046875, 55.55391311645508], [20.875425338745117, 106.96018981933594, 70.11859130859375, 166.68008422851562]]"
499,499,"[2517, 2517, 2517, 2517, 2517, 2517, 2517, 2517, 2517, 2517, 2517, 2517, 2517, 2517]","[0, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[99.0, 59.0, 127.0, 114.0], [204.0, 224.0, 360.0, 495.0], [151.0, 368.0, 203.0, 438.0], [103.0, 437.0, 205.0, 498.0], [2.0, 19.0, 49.0, 61.0], [50.0, 18.0, 97.0, 31.0], [100.0, 22.0, 201.0, 39.0], [201.0, 21.0, 251.0, 56.0], [252.0, 19.0, 354.0, 52.0], [49.0, 162.0, 100.0, 192.0], [3.0, 310.0, 51.0, 342.0], [3.0, 441.0, 52.0, 459.0], [101.0, 271.0, 152.0, 302.0], [153.0, 271.0, 203.0, 294.0]]","[5, 5, 5, 5, 5, 5, 6, 6, 5, 6, 6, 1]","[[99.99447631835938, 271.6468505859375, 152.1681671142578, 303.0082092285156], [200.64739990234375, 19.865650177001953, 252.44569396972656, 53.81795120239258], [0.8098270297050476, 18.73986053466797, 48.922019958496094, 60.134925842285156], [2.8980228900909424, 308.6809387207031, 50.60268020629883, 343.6370849609375], [49.00938034057617, 160.8539581298828, 100.1619873046875, 192.94027709960938], [251.17144775390625, 19.740188598632812, 356.95782470703125, 51.7132568359375], [203.236328125, 224.78369140625, 357.67816162109375, 490.8733825683594], [154.2316131591797, 366.2938537597656, 202.49252319335938, 436.14990234375], [98.16402435302734, 20.29973602294922, 200.48468017578125, 40.97010040283203], [101.858154296875, 435.70391845703125, 203.35784912109375, 494.2190856933594], [53.404170989990234, 439.5514221191406, 100.85505676269531, 493.28656005859375], [52.2186164855957, 437.6571960449219, 101.45145416259766, 494.77166748046875]]"
500,500,"[2522, 2522, 2522, 2522, 2522, 2522, 2522, 2522, 2522]","[0, 0, 5, 5, 6, 6, 6, 6, 6]","[[25.0, 32.0, 125.0, 160.0], [24.0, 21.0, 127.0, 165.0], [130.0, 61.0, 184.0, 77.0], [186.0, 23.0, 240.0, 39.0], [295.0, 55.0, 350.0, 103.0], [237.0, 103.0, 347.0, 323.0], [128.0, 228.0, 236.0, 322.0], [73.0, 274.0, 127.0, 322.0], [15.0, 320.0, 346.0, 476.0]]","[6, 6, 6, 5]","[[128.17108154296875, 227.71347045898438, 238.04420471191406, 319.907470703125], [239.03555297851562, 99.3776626586914, 348.4125061035156, 321.8893737792969], [15.02788257598877, 319.31781005859375, 342.42718505859375, 477.48583984375], [185.0033721923828, 24.47307586669922, 235.1472625732422, 38.125213623046875]]"
501,501,"[2536, 2536, 2536, 2536, 2536, 2536]","[0, 0, 5, 5, 6, 6]","[[247.0, 33.0, 367.0, 175.0], [134.0, 145.0, 191.0, 230.0], [75.0, 29.0, 133.0, 43.0], [189.0, 282.0, 247.0, 320.0], [247.0, 176.0, 360.0, 246.0], [249.0, 247.0, 361.0, 293.0]]","[5, 6, 6, 5, 5, 1, 2, 4, 5]","[[189.67730712890625, 281.1133117675781, 247.67843627929688, 319.6318054199219], [246.46505737304688, 174.64077758789062, 359.1708679199219, 244.54469299316406], [246.8184356689453, 247.61508178710938, 361.1984558105469, 293.0042724609375], [76.1139907836914, 28.974580764770508, 133.6371307373047, 37.916324615478516], [246.6941375732422, 247.74757385253906, 357.8096923828125, 292.8087463378906], [245.51268005371094, 21.448596954345703, 360.8528137207031, 171.33172607421875], [244.0922088623047, 19.411771774291992, 360.7530822753906, 179.10989379882812], [245.8495330810547, 23.732276916503906, 362.7468566894531, 177.6253662109375], [245.59994506835938, 293.1335144042969, 301.18115234375, 304.6600646972656]]"
502,502,"[2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542, 2542]","[1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[214.0, 177.0, 313.0, 325.0], [315.0, 147.0, 363.0, 205.0], [70.0, 173.0, 168.0, 324.0], [22.0, 61.0, 362.0, 92.0], [20.0, 324.0, 69.0, 343.0], [70.0, 328.0, 314.0, 344.0], [313.0, 325.0, 364.0, 341.0], [22.0, 432.0, 67.0, 439.0], [68.0, 434.0, 116.0, 442.0], [117.0, 434.0, 167.0, 441.0], [167.0, 434.0, 216.0, 442.0], [215.0, 434.0, 264.0, 442.0], [265.0, 434.0, 312.0, 442.0], [313.0, 405.0, 361.0, 414.0]]","[5, 5, 1, 1, 3, 3, 3, 1, 2, 4, 2, 4, 2]","[[18.249544143676758, 62.515541076660156, 375.0, 92.05621337890625], [57.85634231567383, 327.7622985839844, 320.4970703125, 342.73382568359375], [18.79151153564453, 143.43099975585938, 69.04244995117188, 214.7930450439453], [166.8994140625, 229.25086975097656, 217.02516174316406, 272.5532531738281], [215.40589904785156, 177.7156524658203, 314.2220153808594, 318.6901550292969], [67.7162094116211, 166.7021942138672, 168.74020385742188, 321.6382751464844], [21.841285705566406, 20.920242309570312, 375.0, 59.590003967285156], [9.832995414733887, 28.38799285888672, 375.0, 56.26718521118164], [213.7789306640625, 164.6353759765625, 314.51397705078125, 323.57867431640625], [216.23898315429688, 171.39271545410156, 312.30609130859375, 324.4674377441406], [0.2267906665802002, 20.82461929321289, 375.0, 61.72642517089844], [69.02864074707031, 165.3831329345703, 168.03102111816406, 327.3843994140625], [68.6360855102539, 161.3692626953125, 168.0744171142578, 330.26837158203125]]"
503,503,"[2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551, 2551]","[4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[[52.0, 16.0, 184.0, 179.0], [6.0, 14.0, 52.0, 51.0], [184.0, 16.0, 229.0, 30.0], [229.0, 16.0, 273.0, 28.0], [274.0, 16.0, 318.0, 27.0], [317.0, 16.0, 361.0, 28.0], [184.0, 119.0, 228.0, 131.0], [229.0, 153.0, 274.0, 166.0], [229.0, 220.0, 274.0, 231.0], [229.0, 275.0, 274.0, 288.0], [96.0, 178.0, 139.0, 195.0], [96.0, 272.0, 139.0, 286.0], [184.0, 293.0, 228.0, 306.0], [184.0, 380.0, 228.0, 397.0], [184.0, 445.0, 231.0, 458.0], [52.0, 193.0, 96.0, 288.0], [52.0, 288.0, 94.0, 354.0], [95.0, 330.0, 141.0, 428.0], [140.0, 431.0, 184.0, 471.0], [95.0, 429.0, 142.0, 471.0], [52.0, 354.0, 95.0, 384.0], [6.0, 194.0, 53.0, 236.0], [6.0, 236.0, 52.0, 317.0], [6.0, 318.0, 51.0, 383.0], [7.0, 382.0, 97.0, 473.0], [274.0, 65.0, 363.0, 194.0], [274.0, 195.0, 362.0, 309.0], [274.0, 311.0, 363.0, 340.0], [229.0, 341.0, 362.0, 473.0]]","[6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 4, 6, 5, 6, 5, 3, 2]","[[6.8245062828063965, 315.54071044921875, 50.51310729980469, 381.8540344238281], [6.819892406463623, 12.520767211914062, 53.37270736694336, 49.887603759765625], [273.5210266113281, 192.9784393310547, 361.5566101074219, 309.3650817871094], [273.1000671386719, 64.40291595458984, 362.7369384765625, 192.35928344726562], [6.5042829513549805, 381.17108154296875, 95.40127563476562, 471.41546630859375], [230.8346710205078, 338.841064453125, 361.9176330566406, 473.72412109375], [52.84275436401367, 192.92855834960938, 95.63091278076172, 287.5827941894531], [52.24665069580078, 287.3521423339844, 94.65548706054688, 354.10198974609375], [8.150486946105957, 191.45269775390625, 52.209415435791016, 234.24107360839844], [96.79759216308594, 426.18121337890625, 140.36276245117188, 471.0992736816406], [55.5056037902832, 12.99040412902832, 183.069091796875, 185.56399536132812], [139.8675079345703, 432.43182373046875, 183.05862426757812, 471.1197509765625], [6.805451393127441, 235.61605834960938, 52.30016326904297, 267.7361755371094], [6.2621612548828125, 234.70556640625, 52.36880874633789, 269.60137939453125], [48.129085540771484, 15.1006498336792, 186.11155700683594, 27.403141021728516], [51.634952545166016, 11.954811096191406, 190.50640869140625, 179.55062866210938], [48.2393798828125, 6.986857891082764, 178.75218200683594, 173.31539916992188]]"
504,504,"[2552, 2552, 2552, 2552, 2552, 2552, 2552]","[0, 6, 6, 6, 6, 6, 6]","[[178.0, 307.0, 237.0, 417.0], [12.0, 25.0, 176.0, 254.0], [9.0, 254.0, 122.0, 324.0], [9.0, 325.0, 123.0, 392.0], [8.0, 392.0, 67.0, 484.0], [65.0, 433.0, 120.0, 487.0], [292.0, 463.0, 350.0, 485.0]]","[6, 6, 6, 6, 6, 6]","[[8.695122718811035, 393.1397399902344, 65.90482330322266, 467.4403076171875], [11.76932430267334, 23.035268783569336, 183.05783081054688, 254.34515380859375], [9.40246295928955, 251.47225952148438, 121.67833709716797, 324.2441101074219], [293.6970520019531, 303.1628723144531, 350.0579528808594, 465.2082214355469], [9.627724647521973, 324.7658386230469, 121.35604095458984, 392.697509765625], [67.0396728515625, 432.68817138671875, 122.41681671142578, 483.5598449707031]]"
505,505,"[2557, 2557, 2557, 2557, 2557, 2557, 2557, 2557, 2557, 2557, 2557, 2557, 2557, 2557, 2557, 2557, 2557, 2557]","[0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5]","[[217.0, 232.0, 305.0, 359.0], [219.0, 32.0, 356.0, 142.0], [219.0, 141.0, 356.0, 235.0], [305.0, 232.0, 354.0, 352.0], [306.0, 352.0, 352.0, 398.0], [306.0, 397.0, 354.0, 445.0], [306.0, 445.0, 353.0, 474.0], [40.0, 32.0, 127.0, 174.0], [39.0, 175.0, 127.0, 284.0], [38.0, 283.0, 127.0, 388.0], [38.0, 388.0, 128.0, 431.0], [127.0, 389.0, 172.0, 431.0], [129.0, 431.0, 215.0, 477.0], [39.0, 429.0, 81.0, 473.0], [83.0, 429.0, 128.0, 478.0], [174.0, 32.0, 217.0, 49.0], [218.0, 232.0, 305.0, 247.0], [219.0, 359.0, 306.0, 370.0]]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1]","[[219.1234588623047, 32.2844123840332, 353.8875732421875, 137.3921661376953], [39.24065399169922, 172.52928161621094, 127.56277465820312, 281.03277587890625], [36.89356231689453, 283.1870422363281, 127.3978500366211, 384.0368347167969], [218.13856506347656, 138.24505615234375, 354.5749816894531, 230.60708618164062], [307.1974792480469, 230.4303436279297, 353.2218017578125, 353.278076171875], [305.2716979980469, 441.98004150390625, 350.66473388671875, 476.03271484375], [39.80039596557617, 30.329357147216797, 128.76080322265625, 172.28485107421875], [305.5626220703125, 351.271240234375, 352.94049072265625, 398.1485900878906], [128.28567504882812, 388.5238952636719, 172.09820556640625, 430.2639465332031], [305.5757141113281, 399.0925598144531, 351.620849609375, 442.2445373535156], [39.44294738769531, 436.5480041503906, 130.3714599609375, 469.470458984375], [214.4471893310547, 229.51132202148438, 308.418701171875, 347.8983459472656]]"
506,506,"[2564, 2564, 2564, 2564, 2564, 2564, 2564, 2564, 2564, 2564, 2564, 2564, 2564, 2564, 2564, 2564, 2564]","[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6]","[[51.0, 20.0, 234.0, 169.0], [7.0, 19.0, 53.0, 53.0], [9.0, 223.0, 54.0, 241.0], [54.0, 122.0, 97.0, 154.0], [99.0, 172.0, 142.0, 204.0], [142.0, 172.0, 186.0, 205.0], [186.0, 120.0, 229.0, 156.0], [11.0, 293.0, 53.0, 309.0], [98.0, 314.0, 142.0, 328.0], [143.0, 346.0, 184.0, 364.0], [11.0, 342.0, 55.0, 377.0], [55.0, 343.0, 99.0, 377.0], [99.0, 379.0, 144.0, 393.0], [228.0, 20.0, 359.0, 480.0], [185.0, 379.0, 229.0, 422.0], [142.0, 424.0, 229.0, 481.0], [100.0, 458.0, 144.0, 481.0]]","[5, 5, 5, 5, 5, 5, 5, 6, 6]","[[53.650550842285156, 119.8022689819336, 97.90848541259766, 153.74188232421875], [10.66635513305664, 342.7599182128906, 55.02328109741211, 377.7921447753906], [54.86405944824219, 342.27288818359375, 98.96038055419922, 376.3320617675781], [142.31883239746094, 170.49514770507812, 186.1179656982422, 204.3446044921875], [98.12794494628906, 171.88734436035156, 142.23171997070312, 204.29318237304688], [185.56739807128906, 119.95825958251953, 230.136962890625, 153.6978759765625], [7.345232009887695, 21.58904266357422, 54.04472351074219, 52.934112548828125], [227.47283935546875, 15.552299499511719, 365.0848083496094, 481.2074890136719], [185.84999084472656, 379.4820556640625, 231.29421997070312, 426.6238098144531]]"
507,507,"[2568, 2568, 2568, 2568, 2568, 2568, 2568, 2568]","[0, 6, 6, 6, 5, 5, 5, 6]","[[151.0, 294.0, 196.0, 429.0], [15.0, 85.0, 106.0, 215.0], [16.0, 216.0, 151.0, 483.0], [196.0, 42.0, 371.0, 483.0], [105.0, 18.0, 196.0, 52.0], [195.0, 20.0, 240.0, 33.0], [149.0, 282.0, 194.0, 295.0], [105.0, 147.0, 150.0, 218.0]]","[5, 6, 6, 6, 6, 2, 4, 1, 1, 2]","[[104.95425415039062, 18.472265243530273, 196.31346130371094, 50.45146942138672], [199.3672637939453, 400.0011291503906, 370.8298645019531, 484.0373229980469], [16.27010726928711, 84.57198333740234, 104.5925064086914, 211.56539916992188], [12.85538101196289, 211.71192932128906, 151.58392333984375, 483.4194030761719], [200.8175506591797, 24.35248374938965, 375.0, 413.51043701171875], [204.56613159179688, 22.398170471191406, 365.3708801269531, 352.3945007324219], [192.56390380859375, 32.19568634033203, 373.7377624511719, 339.9043884277344], [201.6882781982422, 34.40375900268555, 365.5574645996094, 339.77618408203125], [15.55797004699707, 210.95191955566406, 155.79986572265625, 476.5718994140625], [21.565044403076172, 219.24819946289062, 151.6559295654297, 483.3518371582031]]"
508,508,"[2570, 2570, 2570, 2570, 2570, 2570, 2570, 2570, 2570, 2570, 2570]","[0, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[107.0, 17.0, 208.0, 146.0], [210.0, 229.0, 259.0, 283.0], [2.0, 16.0, 106.0, 43.0], [54.0, 103.0, 106.0, 136.0], [107.0, 146.0, 208.0, 173.0], [210.0, 18.0, 258.0, 45.0], [56.0, 360.0, 106.0, 391.0], [208.0, 383.0, 259.0, 398.0], [311.0, 361.0, 361.0, 393.0], [311.0, 444.0, 360.0, 460.0], [209.0, 449.0, 259.0, 464.0]]","[5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1]","[[310.0111999511719, 359.9774169921875, 363.06976318359375, 392.3741760253906], [55.14985656738281, 100.92378234863281, 106.81741333007812, 134.46351623535156], [3.3235740661621094, 15.560626983642578, 106.32852935791016, 42.871665954589844], [55.91878128051758, 360.00616455078125, 106.40145111083984, 391.85205078125], [107.53794860839844, 145.02964782714844, 206.9558563232422, 173.58163452148438], [310.8381042480469, 444.74566650390625, 363.3778076171875, 459.4695739746094], [207.54115295410156, 18.25623893737793, 258.2034912109375, 44.76850128173828], [208.28831481933594, 383.8399963378906, 259.97119140625, 398.0685729980469], [209.17787170410156, 226.94920349121094, 260.0275573730469, 283.0234069824219], [253.47779846191406, 17.99607276916504, 361.260986328125, 39.058406829833984], [106.39183807373047, 17.33383560180664, 208.02023315429688, 26.121803283691406], [260.034423828125, 16.940690994262695, 362.34552001953125, 39.69599533081055]]"
509,509,"[2575, 2575, 2575]","[0, 0, 0]","[[113.0, 358.0, 259.0, 487.0], [9.0, 328.0, 108.0, 490.0], [180.0, 236.0, 355.0, 348.0]]",[],[]
510,510,"[2576, 2576, 2576, 2576, 2576, 2576, 2576, 2576, 2576, 2576]","[3, 1, 3, 5, 5, 6, 6, 6, 6, 6]","[[95.0, 354.0, 139.0, 485.0], [9.0, 263.0, 49.0, 400.0], [51.0, 56.0, 362.0, 150.0], [8.0, 57.0, 49.0, 127.0], [141.0, 151.0, 227.0, 174.0], [316.0, 169.0, 362.0, 241.0], [185.0, 239.0, 362.0, 486.0], [140.0, 389.0, 184.0, 437.0], [140.0, 438.0, 185.0, 484.0], [8.0, 400.0, 96.0, 486.0]]","[6, 3, 6, 6, 5, 1, 3, 6, 1, 1, 3, 4]","[[185.16482543945312, 240.48158264160156, 358.8515319824219, 485.8239440917969], [42.45796585083008, 55.345333099365234, 361.52117919921875, 150.2227325439453], [139.46083068847656, 436.14788818359375, 183.78309631347656, 482.868896484375], [139.486083984375, 388.37615966796875, 184.39126586914062, 434.7254943847656], [9.041322708129883, 60.26963424682617, 50.3705940246582, 122.84358978271484], [6.998298168182373, 242.95736694335938, 94.29926300048828, 396.6942443847656], [95.35982513427734, 352.129150390625, 139.70172119140625, 476.4208984375], [6.13585901260376, 400.322509765625, 95.39905548095703, 484.5882873535156], [10.821297645568848, 22.842016220092773, 367.10833740234375, 53.518402099609375], [6.235443592071533, 402.26116943359375, 96.81925201416016, 482.84307861328125], [2.4566233158111572, 244.9571075439453, 93.31876373291016, 401.1127624511719], [5.356432914733887, 237.38156127929688, 95.3497085571289, 404.1609802246094]]"
